respondent_id,submitted_at,consent,region,residence_zone,age_group,gender,race_color,income_group,education,consumption_frequency,consumer_profile,consumer_profile_raw,wine_types_raw,purchase_channels_raw,purchase_factors_raw,sustainable_attributes_raw,label_importance
49,2026-05-12 07:59:23.759,"Sim, aceito participar",Região Sul,Zona urbana,Entre 36 e 45 anos,Feminino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,De 2 a 3 vezes por semana,Profissional do setor,"Profissional da área de vinhos (ex.: sommelier, enólogo, atuação na indústria ou enoturismo)","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante","Supermercados, Lojas físicas especializadas, Diretamente em vinícolas, Restaurantes e bares","Preço, Região de origem, Variedade, Vinícola / Produtor, Descrição sensorial (aroma, sabor estilo), Design e informação do rótulo, Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Preço",Extremamente importante
50,2026-05-12 08:51:55.819,"Sim, aceito participar",Região Sul,Zona urbana,Entre 18 e 25 anos,Feminino,Branca,De 3 a 4 salários mínimos,Pós-graduação completa,1 vez por mês,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho rosé, Vinho espumante, Vinho suave",Supermercados,"Preço, Vinícola / Produtor, Descrição sensorial (aroma, sabor estilo)","Qualidade sensorial (sabor, aroma, equilíbrio), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo",Muito importante
51,2026-05-12 09:09:28.635,"Sim, aceito participar",Região Sul,Zona urbana,Entre 18 e 25 anos,Feminino,Branca,De 1 a 2 salários mínimos,Pós-graduação incompleta,Raramente,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho rosé, Vinho suave",Supermercados,"Preço, Variedade, Recomendação (amigos, especialistas, avaliações), Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais",Muito importante
52,2026-05-12 10:48:11.314,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,Parda,De 3 a 4 salários mínimos,Ensino superior completo,1 vez por semana,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho branco seco, Vinho espumante, Vinho suave, Vinho demi-sec","Supermercados, Restaurantes e bares","Região de origem, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Design e informação do rótulo, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Clareza e transparência das informações no rótulo, Preço, Grau de inovação do produto",Extremamente importante
53,2026-05-12 10:50:53.519,"Sim, aceito participar",Região Norte,Zona urbana,Entre 46 e 55 anos,Feminino,Parda,De 5 a 6 salários mínimos,Pós-graduação completa,1 vez por mês,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico",Vinho suave,Lojas físicas especializadas,"Recomendação (amigos, especialistas, avaliações)","Qualidade sensorial (sabor, aroma, equilíbrio)",Extremamente importante
54,2026-05-12 11:01:47.615,"Sim, aceito participar",Região Sul,Zona rural,Entre 26 e 35 anos,Feminino,Branca,De 5 a 6 salários mínimos,Pós-graduação completa,Raramente,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho rosé, Vinho suave","Supermercados, Lojas físicas especializadas","Preço, Região de origem, Variedade, Descrição sensorial (aroma, sabor estilo), Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Preço",Muito importante
55,2026-05-12 11:15:52.810,"Sim, aceito participar",Região Sudeste,Zona urbana,Entre 36 e 45 anos,Feminino,Branca,De 3 a 4 salários mínimos,Pós-graduação completa,1 vez a cada 15 dias,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho tinto seco, Vinho espumante, Vinho demi-sec","Supermercados, Restaurantes e bares","Preço, Variedade, Promoções ou descontos","Qualidade sensorial (sabor, aroma, equilíbrio), Presença de certificações ou selos ambientais, Preço",Muito importante
56,2026-05-12 11:24:48.843,"Sim, aceito participar",Região Sul,Zona urbana,Entre 36 e 45 anos,Feminino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,1 vez por mês,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho branco seco, Vinho rosé, Vinho espumante","Supermercados, Diretamente em vinícolas","Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo)",Moderadamente importante
57,2026-05-12 11:44:47.826,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,Branca,De 3 a 4 salários mínimos,Pós-graduação completa,De 2 a 3 vezes por semana,Profissional do setor,"Profissional da área de vinhos (ex.: sommelier, enólogo, atuação na indústria ou enoturismo)","Vinho tinto seco, Vinho branco seco, Vinho espumante","Supermercados, Lojas físicas especializadas","Preço, Região de origem, Variedade, Vinícola / Produtor, Promoções ou descontos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo)",Extremamente importante
58,2026-05-12 11:48:09.533,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Masculino,Branca,Menos de 1 salário mínimo,Ensino superior completo,De 2 a 3 vezes por semana,Profissional do setor,"Profissional da área de vinhos (ex.: sommelier, enólogo, atuação na indústria ou enoturismo)",Não tenho preferência definida,"Supermercados, Lojas físicas especializadas, Diretamente em vinícolas","Preço, Região de origem, Variedade, Vinícola / Produtor, Recomendação (amigos, especialistas, avaliações), Práticas sustentáveis e/ou impacto ambiental, Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Clareza e transparência das informações no rótulo, Preço",Moderadamente importante
59,2026-05-12 11:48:14.629,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Masculino,Branca,De 3 a 4 salários mínimos,Ensino superior completo,Raramente,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante, Vinho demi-sec",Supermercados,"Preço, Vinícola / Produtor, Recomendação (amigos, especialistas, avaliações), Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Preço, Grau de inovação do produto",Pouco importante
60,2026-05-12 11:49:16.468,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,Parda,De 3 a 4 salários mínimos,Pós-graduação completa,1 vez a cada 15 dias,Apreciador técnico,"Apreciador, com conhecimentos técnicos","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante, Vinho demi-sec","Supermercados, Lojas físicas especializadas, Lojas online especializadas, Diretamente em vinícolas","Preço, Região de origem, Variedade, Vinícola / Produtor, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais",Muito importante
61,2026-05-12 12:27:11.665,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,1 vez por semana,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho branco seco, Vinho rosé","Supermercados, Lojas físicas especializadas","Preço, Variedade, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Preço",Muito importante
62,2026-05-12 12:45:45.927,"Sim, aceito participar",Região Sudeste,Zona urbana,Entre 36 e 45 anos,Masculino,Preta,Acima de 6 salários mínimos,Pós-graduação completa,De 2 a 3 vezes por semana,Apreciador técnico,"Apreciador, com conhecimentos técnicos","Vinho tinto seco, Vinho branco seco, Vinho rosé","Supermercados, Lojas físicas especializadas, Lojas online especializadas, Diretamente em vinícolas","Preço, Variedade, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Design e informação do rótulo","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais",Muito importante
63,2026-05-12 12:47:21.796,"Sim, aceito participar",Região Sudeste,Zona urbana,Entre 36 e 45 anos,Feminino,Branca,Acima de 6 salários mínimos,Pós-graduação incompleta,1 vez por semana,Apreciador técnico,"Apreciador, com conhecimentos técnicos","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante","Supermercados, Lojas físicas especializadas, Lojas online especializadas","Preço, Região de origem, Variedade, Vinícola / Produtor, Descrição sensorial (aroma, sabor estilo), Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Grau de inovação do produto",Muito importante
64,2026-05-12 12:55:59.043,"Sim, aceito participar",Região Sudeste,Zona urbana,Entre 18 e 25 anos,Feminino,Branca,Prefiro não responder,Pós-graduação incompleta,Raramente,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho rosé, Vinho espumante, Vinho suave","Supermercados, Lojas físicas especializadas, Restaurantes e bares","Preço, Variedade, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Clareza e transparência das informações no rótulo",Muito importante
65,2026-05-12 13:08:18.912,"Sim, aceito participar",Região Sul,Zona urbana,Entre 36 e 45 anos,Masculino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,De 4 a 6 vezes por semana,Profissional do setor,"Profissional da área de vinhos (ex.: sommelier, enólogo, atuação na indústria ou enoturismo)","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante","Supermercados, Lojas físicas especializadas, Lojas online especializadas","Preço, Variedade","Qualidade sensorial (sabor, aroma, equilíbrio), Preço",Muito importante
66,2026-05-12 13:12:39.598,"Sim, aceito participar",Região Sul,Zona rural,Entre 18 e 25 anos,Feminino,Branca,De 1 a 2 salários mínimos,Ensino superior completo,De 2 a 3 vezes por semana,Profissional do setor,"Profissional da área de vinhos (ex.: sommelier, enólogo, atuação na indústria ou enoturismo)","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante",Diretamente em vinícolas,"Região de origem, Variedade, Vinícola / Produtor, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Origem das uvas (região/procedência), Grau de inovação do produto",Muito importante
67,2026-05-12 13:23:17.363,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Masculino,Branca,De 3 a 4 salários mínimos,Pós-graduação incompleta,1 vez por mês,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho rosé",Supermercados,"Preço, Região de origem, Variedade, Vinícola / Produtor, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Design e informação do rótulo, Práticas sustentáveis e/ou impacto ambiental, Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Presença de certificações ou selos ambientais, Preço, Grau de inovação do produto",Extremamente importante
68,2026-05-12 13:23:36.319,"Sim, aceito participar",Região Sul,Zona urbana,Entre 18 e 25 anos,Feminino,Branca,Prefiro não responder,Ensino médio completo,1 vez a cada 15 dias,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho rosé, Vinho suave",Supermercados,"Preço, Região de origem, Recomendação (amigos, especialistas, avaliações), Promoções ou descontos","Qualidade sensorial (sabor, aroma, equilíbrio), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Preço",Extremamente importante
69,2026-05-12 13:26:09.632,"Sim, aceito participar",Região Sudeste,Zona urbana,Acima de 55 anos,Masculino,Preta,Acima de 6 salários mínimos,Pós-graduação completa,1 vez por semana,Apreciador interessado,"Apreciador, com interesse pelo tema",Vinho tinto seco,Supermercados,"Preço, Variedade, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Design e informação do rótulo, Promoções ou descontos","Qualidade sensorial (sabor, aroma, equilíbrio), Clareza e transparência das informações no rótulo, Preço",Muito importante
70,2026-05-12 13:27:58.050,"Sim, aceito participar",Região Sul,Zona urbana,Entre 36 e 45 anos,Masculino,Branca,De 3 a 4 salários mínimos,Ensino superior completo,1 vez a cada 15 dias,Apreciador técnico,"Apreciador, com conhecimentos técnicos",Vinho tinto seco,"Supermercados, Lojas online especializadas","Preço, Variedade, Descrição sensorial (aroma, sabor estilo), Promoções ou descontos","Qualidade sensorial (sabor, aroma, equilíbrio), Clareza e transparência das informações no rótulo, Preço",Muito importante
71,2026-05-12 13:28:23.435,"Sim, aceito participar",Região Sudeste,Zona urbana,Entre 46 e 55 anos,Masculino,Branca,De 3 a 4 salários mínimos,Pós-graduação completa,Raramente,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico",Vinho suave,Supermercados,"Preço, Recomendação (amigos, especialistas, avaliações)","Qualidade sensorial (sabor, aroma, equilíbrio), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Preço",Muito importante
72,2026-05-12 13:28:29.048,"Sim, aceito participar",Região Sul,Zona urbana,Entre 46 e 55 anos,Feminino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,De 2 a 3 vezes por semana,Apreciador técnico,"Apreciador, com conhecimentos técnicos","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante, Vinho demi-sec, Vinho licoroso e/ou fortificado","Supermercados, Diretamente em vinícolas, Restaurantes e bares","Preço, Região de origem, Variedade, Vinícola / Produtor, Design e informação do rótulo, Práticas sustentáveis e/ou impacto ambiental, Promoções ou descontos, Curiosidade ou interesse por novos produtos","Sustentabilidade ambiental (menor impacto no cultivo), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais",Extremamente importante
73,2026-05-12 13:37:33.703,"Sim, aceito participar",Região Sudeste,Zona urbana,Acima de 55 anos,Feminino,Parda,Acima de 6 salários mínimos,Pós-graduação completa,1 vez por semana,Apreciador técnico,"Apreciador, com conhecimentos técnicos","Vinho tinto seco, Vinho branco seco, Vinho espumante","Supermercados, Lojas físicas especializadas, Diretamente em vinícolas, Restaurantes e bares","Preço, Região de origem, Variedade, Vinícola / Produtor, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Preço",Extremamente importante
74,2026-05-12 13:42:36.176,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,Branca,De 3 a 4 salários mínimos,Pós-graduação completa,1 vez por semana,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho rosé, Vinho espumante","Supermercados, Restaurantes e bares","Preço, Variedade, Recomendação (amigos, especialistas, avaliações)","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Origem das uvas (região/procedência), Presença de certificações ou selos ambientais",Extremamente importante
75,2026-05-12 13:46:02.353,"Sim, aceito participar",Região Sudeste,Zona urbana,Entre 26 e 35 anos,Feminino,Amarela,De 3 a 4 salários mínimos,Ensino superior completo,1 vez por semana,Apreciador técnico,"Apreciador, com conhecimentos técnicos","Vinho branco seco, Vinho rosé","Supermercados, Lojas físicas especializadas","Recomendação (amigos, especialistas, avaliações), Design e informação do rótulo, Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Preço",Extremamente importante
76,2026-05-12 14:00:29.221,"Sim, aceito participar",Região Sul,Zona urbana,Entre 36 e 45 anos,Feminino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,1 vez a cada 15 dias,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante",Lojas físicas especializadas,"Preço, Região de origem, Variedade, Vinícola / Produtor, Recomendação (amigos, especialistas, avaliações), Promoções ou descontos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Origem das uvas (região/procedência)",Muito importante
77,2026-05-12 14:04:36.774,"Sim, aceito participar",Região Sul,Zona urbana,Entre 36 e 45 anos,Feminino,Branca,De 3 a 4 salários mínimos,Ensino médio completo,1 vez por semana,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho rosé, Vinho espumante, Vinho demi-sec","Supermercados, Lojas físicas especializadas, Diretamente em vinícolas, Restaurantes e bares, De outros paises","Preço, Região de origem, Variedade, Vinícola / Produtor, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Design e informação do rótulo, Promoções ou descontos","Qualidade sensorial (sabor, aroma, equilíbrio), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Preço",Extremamente importante
78,2026-05-12 14:09:07.849,"Sim, aceito participar",Região Centro-Oeste,Zona urbana,Entre 26 e 35 anos,Feminino,Parda,De 3 a 4 salários mínimos,Pós-graduação completa,Raramente,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante, Vinho suave, Vinho demi-sec",Supermercados,"Preço, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Promoções ou descontos","Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Preço",Extremamente importante
79,2026-05-12 14:12:24.869,"Sim, aceito participar",Região Sul,Zona urbana,Entre 18 e 25 anos,Feminino,Branca,De 1 a 2 salários mínimos,Ensino superior incompleto,1 vez a cada 15 dias,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho rosé, Vinho suave, Vinho demi-sec",Supermercados,"Preço, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Design e informação do rótulo, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Preço",Extremamente importante
80,2026-05-12 14:20:12.622,"Sim, aceito participar",Região Sudeste,Zona urbana,Acima de 55 anos,Masculino,Branca,Acima de 6 salários mínimos,Ensino superior completo,De 4 a 6 vezes por semana,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho tinto seco, Vinho espumante, Vinho demi-sec","Supermercados, Lojas físicas especializadas","Preço, Variedade, Promoções ou descontos","Qualidade sensorial (sabor, aroma, equilíbrio)",Muito importante
81,2026-05-12 14:35:48.800,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,Branca,De 1 a 2 salários mínimos,Pós-graduação incompleta,1 vez por mês,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante, Vinho suave","Lojas online especializadas, Restaurantes e bares","Preço, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Design e informação do rótulo, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Preço",Extremamente importante
82,2026-05-12 14:35:55.586,"Sim, aceito participar",Região Sul,Zona rural,Entre 26 e 35 anos,Feminino,Branca,De 3 a 4 salários mínimos,Pós-graduação incompleta,Raramente,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho espumante, Vinho suave","Supermercados, Lojas físicas especializadas","Preço, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Design e informação do rótulo, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Presença de certificações ou selos ambientais, Grau de inovação do produto",Extremamente importante
83,2026-05-12 14:39:32.519,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,Branca,De 3 a 4 salários mínimos,Pós-graduação incompleta,1 vez por semana,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho branco seco, Vinho rosé","Supermercados, Lojas físicas especializadas","Preço, Região de origem, Variedade, Descrição sensorial (aroma, sabor estilo), Design e informação do rótulo, Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Preço",Extremamente importante
84,2026-05-12 14:59:13.563,"Sim, aceito participar",Região Sul,Zona urbana,Entre 46 e 55 anos,Feminino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,1 vez por semana,Profissional do setor,"Profissional da área de vinhos (ex.: sommelier, enólogo, atuação na indústria ou enoturismo)","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante, Vinho demi-sec, Vinho licoroso e/ou fortificado","Supermercados, Lojas físicas especializadas, Lojas online especializadas, Diretamente em vinícolas, Restaurantes e bares","Preço, Região de origem, Variedade, Vinícola / Produtor, Promoções ou descontos","Qualidade sensorial (sabor, aroma, equilíbrio)",Muito importante
85,2026-05-12 15:05:52.940,"Sim, aceito participar",Região Sudeste,Zona urbana,Entre 26 e 35 anos,Masculino,Branca,De 1 a 2 salários mínimos,Ensino superior incompleto,1 vez por semana,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho branco seco, Vinho espumante, Vinho demi-sec","Supermercados, Lojas físicas especializadas, Lojas online especializadas, Restaurantes e bares","Preço, Recomendação (amigos, especialistas, avaliações), Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Preço",Extremamente importante
86,2026-05-12 16:16:31.510,"Sim, aceito participar",Região Sul,Zona urbana,Entre 36 e 45 anos,Feminino,Branca,De 1 a 2 salários mínimos,Ensino superior incompleto,1 vez por semana,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho rosé, Vinho espumante, Vinho demi-sec","Supermercados, Diretamente em vinícolas","Preço, Região de origem, Variedade, Vinícola / Produtor, Descrição sensorial (aroma, sabor estilo), Promoções ou descontos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Preço, Grau de inovação do produto",Extremamente importante
87,2026-05-12 16:30:21.631,"Sim, aceito participar",Região Sul,Zona urbana,Entre 46 e 55 anos,Feminino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,1 vez por semana,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho rosé, Vinho espumante","Supermercados, Lojas físicas especializadas, Lojas online especializadas, Diretamente em vinícolas, Restaurantes e bares","Preço, Variedade, Vinícola / Produtor, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Clareza e transparência das informações no rótulo, Preço",Muito importante
88,2026-05-12 16:31:07.902,"Sim, aceito participar",Região Sul,Zona urbana,Entre 18 e 25 anos,Masculino,Branca,De 3 a 4 salários mínimos,Ensino superior incompleto,Raramente,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico",Vinho suave,Supermercados,"Preço, Descrição sensorial (aroma, sabor estilo)","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo)",Extremamente importante
89,2026-05-12 16:43:09.977,"Sim, aceito participar",Região Sudeste,Zona urbana,Entre 26 e 35 anos,Feminino,Preta,De 1 a 2 salários mínimos,Pós-graduação incompleta,1 vez a cada 15 dias,Apreciador técnico,"Apreciador, com conhecimentos técnicos","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho suave",Supermercados,"Preço, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Design e informação do rótulo, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Preço",Moderadamente importante
90,2026-05-12 17:09:05.511,"Sim, aceito participar",Região Sul,Zona urbana,Entre 18 e 25 anos,Feminino,Parda,De 1 a 2 salários mínimos,Ensino superior incompleto,1 vez a cada 15 dias,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho rosé, Vinho suave",Supermercados,"Preço, Descrição sensorial (aroma, sabor estilo)","Qualidade sensorial (sabor, aroma, equilíbrio), Preço",Extremamente importante
91,2026-05-12 17:09:34.614,"Sim, aceito participar",Região Sudeste,Zona urbana,Entre 46 e 55 anos,Feminino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,1 vez a cada 15 dias,Apreciador interessado,"Apreciador, com interesse pelo tema",Vinho tinto seco,"Lojas físicas especializadas, Lojas online especializadas, Diretamente em vinícolas","Preço, Região de origem, Variedade, Vinícola / Produtor, Práticas sustentáveis e/ou impacto ambiental","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais",Extremamente importante
92,2026-05-12 17:12:59.718,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,Branca,De 1 a 2 salários mínimos,Pós-graduação incompleta,1 vez por mês,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante, Vinho suave, Vinho demi-sec",Supermercados,"Preço, Região de origem, Variedade, Recomendação (amigos, especialistas, avaliações), Design e informação do rótulo, Promoções ou descontos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Preço, Grau de inovação do produto",Muito importante
93,2026-05-12 17:27:51.695,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Masculino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,1 vez a cada 15 dias,Apreciador interessado,"Apreciador, com interesse pelo tema",Vinho tinto seco,"Supermercados, Lojas online especializadas, Restaurantes e bares","Região de origem, Variedade, Recomendação (amigos, especialistas, avaliações), Design e informação do rótulo","Qualidade sensorial (sabor, aroma, equilíbrio), Clareza e transparência das informações no rótulo",Moderadamente importante
